id,first name,last name,country,birthday
5548,Justinn,Jillane,American Samoa,1976-04-27
5549,Miquela,Durante,South Georgia and the South Sandwich Islands,1987-12-07
5550,Jaclyn,Kosey,Ukraine,2001-04-21
5551,Dode,Travax,Bulgaria,1981-04-09
5552,Gilda,Ardeha,Samoa,1979-01-01
5553,Nannie,My,Faroe Islands,2001-09-20
5554,Johna,Ioab,Guam,1961-10-19
5555,Agnese,Engdahl,Samoa,1997-12-21
5556,Hallie,Stevy,Japan,1955-12-17
5557,Gerrie,Read,Slovenia,1976-03-05
5558,Hyacinthe,Rooney,Honduras,1991-10-14
5559,Dennie,Olin,Yemen,1957-04-14
5560,Joelly,Toni,United Kingdom,1982-07-22
5561,Kristina,Thema,Guam,1987-03-18
5562,Kate,Janene,Oman,1958-07-07
5563,Fidelia,Artie,Jersey,1968-04-25
5564,Linet,Corilla,Reunion,1974-06-17
5565,Neila,Magnolia,Cuba,1975-04-09
5566,Karina,Ivens,Tunisia,1991-02-18
5567,Ronna,Gordon,South Africa,1982-03-20
5568,Jacenta,Hamil,Bosnia and Herzegovina,2000-07-22
5569,Kary,Nikaniki,Saudi Arabia,1991-04-20
5570,Luci,Goth,"Korea, Democratic People""S Republic of",1978-07-24
5571,Max,McClimans,Oman,1958-03-26
5572,Hyacinthe,Irmine,Peru,1987-02-08
5573,Annecorinne,Klemperer,India,1975-07-21
5574,Rori,Chaing,Viet Nam,2007-02-25
5575,Dania,Jobi,Barbados,2002-12-25
5576,Kalina,Hoenack,Saint Kitts and Nevis,1967-07-26
5577,Marline,Lynn,Bahrain,1970-01-14
5578,Grier,Lane,Gambia,1989-05-18
5579,Larine,LaRue,Dominican Republic,1953-01-02
5580,Chrystel,Marlie,Jordan,1980-08-24
5581,Babita,Alrich,Montserrat,1963-09-19
5582,Concettina,Fillbert,Barbados,1965-04-04
5583,Laure,Cornelia,French Polynesia,1953-04-21
5584,Karina,Huggins,Antarctica,1970-05-12
5585,Coral,Wind,Mayotte,2008-04-25
5586,Kayla,Alva,Belgium,1966-04-27
5587,Claudina,Ade,Cocos (Keeling) Islands,1993-08-04
5588,Libbie,Swigart,Saint Pierre and Miquelon,1988-06-22
5589,Jobi,Carleen,Colombia,1981-09-01
5590,Madelle,Trace,Italy,1950-11-10
5591,Anallese,MacIntosh,Denmark,1995-04-24
5592,Binny,Astra,Cook Islands,1979-05-25
5593,Ann-Marie,Sigfrid,Iceland,1962-05-12
5594,Valeda,Trinetta,Montserrat,1997-11-10
5595,Tori,Jenness,Benin,1994-08-08
5596,Ketti,Schenck,Vanuatu,1975-01-01
5597,Stacey,Lenny,"Palestinian Territory, Occupied",1956-03-10
5598,Agathe,Decato,Seychelles,1996-03-13
5599,Ricky,Dash,Thailand,1985-06-10
5600,Elka,Ferino,Trinidad and Tobago,1966-04-30
5601,Marcelline,Posner,Svalbard and Jan Mayen,1954-05-16
5602,Ilse,Weitman,Yemen,1953-05-10
5603,Rhoda,Baudin,Puerto Rico,1998-09-07
5604,Violet,Yate,Spain,2006-07-05
5605,Dorice,Weaks,Macao,1976-06-04
5606,Robinia,Wallis,Somalia,1958-09-25
5607,Ricky,Muriel,Saudi Arabia,1967-10-23
5608,Myrtice,Donell,Belgium,2003-03-31
5609,Cristine,Durware,Uzbekistan,1982-06-21
5610,June,Publia,Anguilla,1979-12-08
5611,Daune,Dituri,Paraguay,1985-09-09
5612,Carlie,Peg,Nigeria,2006-01-09
5613,Cyndie,Radu,Slovenia,1980-09-10
5614,Blondelle,Fancie,Latvia,1996-06-18
5615,Winifred,Pascia,Papua New Guinea,2004-07-25
5616,Sherrie,Ephrem,Hong Kong,1993-10-31
5617,Lucille,Chick,Martinique,1960-06-27
5618,Bernardine,Fax,Romania,1959-11-22
5619,Marita,Kiyoshi,Kuwait,2008-08-23
5620,Gusella,Guthrie,Hungary,1955-03-11
5621,Ericka,Rillings,Benin,1999-12-02
5622,Candi,Giule,Liberia,1964-01-07
5623,Therine,Melan,Burkina Faso,2008-01-13
5624,Nicoli,Kirbee,New Zealand,1990-02-06
5625,Leontine,Brian,Czech Republic,1996-11-01
5626,Bertine,Prober,Denmark,1983-08-31
5627,Charmaine,Ball,"Taiwan, Province of China",1991-09-07
5628,Annaliese,Zuzana,Syrian Arab Republic,1977-09-07
5629,Albertina,Bates,Austria,1987-07-09
5630,Jaime,Stav,Bouvet Island,1952-07-19
5631,Merle,Morehouse,Seychelles,1996-11-07
5632,Susan,Rosette,Liechtenstein,1978-09-30
5633,Edith,Horan,Canada,1996-11-25
5634,Nickie,Ramona,Italy,2008-09-16
5635,Ariela,Kat,Kiribati,1961-02-28
5636,Paule,Estella,Macao,1954-02-11
5637,Violet,Kare,Singapore,2007-09-15
5638,Elvira,Gwenore,Liechtenstein,1984-04-12
5639,Daune,Klotz,Myanmar,1978-11-25
5640,Claresta,Sherrie,Bermuda,2003-11-13
5641,Jenda,Kendrick,Kuwait,1968-05-05
5642,Renie,Gwenore,French Guiana,2000-12-23
5643,Bill,Marisa,Belize,1978-03-20
5644,Inga,Sandye,Uzbekistan,2007-11-26
5645,Zia,Othilia,China,1987-05-11
5646,Marylou,Keily,Uzbekistan,1979-01-19
5647,Carolina,Sharl,Svalbard and Jan Mayen,1957-10-20
5648,Demetris,Donoghue,Reunion,1962-07-18
5649,Mamie,Cutlerr,"Congo, The Democratic Republic of the",1972-10-25
5650,Sophia,O'Neill,Kuwait,1962-05-14
5651,Natka,Susannah,Uganda,2004-02-04
5652,Georgina,Stanwood,Cyprus,2005-05-19
5653,Inga,Kelula,Peru,1992-06-18
5654,Amii,Eben,Palau,1955-12-29
5655,Shannah,Rozanna,Kiribati,1973-06-23
5656,Merry,Kellby,Falkland Islands (Malvinas),2004-03-03
5657,Esmeralda,Kazimir,Wallis and Futuna,1977-01-08
5658,Adore,Goth,Reunion,1980-07-30
5659,Consuela,Phaidra,Solomon Islands,1957-08-22
5660,Priscilla,Marlie,Singapore,1990-06-13
5661,Trudie,Carbo,Antigua and Barbuda,1970-01-10
5662,Marylou,Carbo,Benin,1983-01-03
5663,Marjie,Rebecka,Finland,1971-04-02
5664,Alex,Hedve,Senegal,1981-10-18
5665,Gale,Toffic,"Micronesia, Federated States of",2002-11-25
5666,Roberta,Durware,Antarctica,1962-03-01
5667,Karolina,Ariella,Niger,1991-11-20
5668,Constance,Rosalba,Equatorial Guinea,1970-02-20
5669,Frances,Zina,Czech Republic,1954-11-11
5670,Vinita,Zetta,Seychelles,2003-06-09
5671,Agathe,Tjon,Philippines,1997-09-07
5672,Paola,Stilwell,Namibia,2004-04-04
5673,Allis,Mallon,Chad,1991-11-12
5674,Ursulina,Charmine,Syrian Arab Republic,1974-06-24
5675,Kelly,Berard,Pakistan,1993-03-24
5676,Andeee,Brady,Finland,1983-12-31
5677,Devina,Baudin,New Caledonia,1988-11-24
5678,Shannah,Payson,San Marino,1982-05-05
5679,Nyssa,Carbo,"Virgin Islands, British",1980-05-17
5680,Iseabal,Lasley,Netherlands Antilles,1970-02-11
5681,Janeczka,Frendel,Burundi,2000-09-23
5682,Thalia,Terencio,Tonga,1962-08-31
5683,Livvyy,Tomasina,Mozambique,2008-07-28
5684,Charissa,Sabella,Niger,1983-07-04
5685,Beatriz,Noman,Cyprus,1975-05-28
5686,Meriel,Hessler,Japan,1992-01-11
5687,Susan,Jena,Sweden,1963-10-15
5688,Malina,Krystle,Pitcairn,1990-11-19
5689,Donetta,Dash,Venezuela,1958-06-29
5690,Amii,Kirbee,Colombia,1961-06-16
5691,Nadine,Eachern,Antigua and Barbuda,1963-08-11
5692,Silvana,Flita,Lebanon,1952-08-25
5693,Brietta,Tacye,Sweden,1991-02-04
5694,Candy,Jethro,Saint Lucia,1979-03-02
5695,Asia,Ietta,Colombia,1983-11-09
5696,Charlena,Tatianas,Palau,1972-12-17
5697,Yolane,Yate,"Korea, Democratic People""S Republic of",1974-10-25
5698,Ana,Mauer,Congo,1962-10-30
5699,Correy,Argus,Mayotte,1963-07-04
5700,Caritta,Nance,Antigua and Barbuda,1960-11-24
5701,Codie,Nisbet,Libyan Arab Jamahiriya,1988-09-10
5702,Maryellen,Si,Comoros,1980-11-02
5703,Mamie,Felizio,Thailand,1965-03-03
5704,Maye,Afton,Viet Nam,1959-10-29
5705,Esmeralda,Delacourt,Vanuatu,1973-04-15
5706,Nananne,Lia,Australia,1954-05-20
5707,Lorie,Adalbert,Slovenia,1953-06-12
5708,Marline,Orlene,Greenland,1978-06-14
5709,Leanna,McNully,Saint Helena,1969-02-03
5710,Natka,Junie,Canada,1961-05-21
5711,Imojean,Oster,Angola,1979-01-21
5712,Anallese,Trey,Trinidad and Tobago,1998-11-22
5713,Calla,Margarete,Zimbabwe,1995-11-23
5714,Eugine,Tjon,Myanmar,1961-10-31
5715,Gerrie,Naashom,Falkland Islands (Malvinas),1962-06-23
5716,Jaclyn,Ralfston,Slovenia,1972-03-25
5717,Moyna,Dearborn,Cocos (Keeling) Islands,1967-06-02
5718,Elka,Read,Switzerland,1956-05-16
5719,Leona,Thomasina,Puerto Rico,2008-02-10
5720,Rhoda,Maiah,Djibouti,2007-05-30
5721,Ninnetta,Juliet,Somalia,1952-01-27
5722,Sharlene,Tybald,Chile,1970-01-24
5723,Addia,Alrich,Syrian Arab Republic,1973-05-09
5724,Eadie,Hartnett,Jordan,1965-07-22
5725,Kathi,Armanda,Guinea-Bissau,1957-02-25
5726,Queenie,Alabaster,Senegal,2000-11-10
5727,Johna,Ezar,Myanmar,1974-04-28
5728,Ninnetta,Darrell,South Africa,2007-05-19
5729,Andeee,Arne,Ecuador,1955-02-04
5730,Ann-Marie,Berl,Dominican Republic,1984-04-28
5731,Myriam,Belldas,Chad,1993-03-15
5732,Patricia,Cherianne,Greece,1965-06-04
5733,Briney,Grimbly,Slovenia,1952-07-17
5734,Caritta,Kamaria,Portugal,2008-04-10
5735,Gretal,Laurianne,Cambodia,1967-06-18
5736,Emylee,Bronk,El Salvador,1967-10-19
5737,Dennie,Lipson,Antarctica,2006-10-11
5738,Mildrid,Minetta,Seychelles,1955-02-18
5739,Luci,Alarise,Nicaragua,1964-08-04
5740,Agnese,Lytton,Liechtenstein,1955-02-01
5741,Mellicent,Bertold,Bahrain,1957-09-10
5742,Lanna,Kosey,Syrian Arab Republic,1953-09-16
5743,Marguerite,Marden,"Cote D""Ivoire",1980-02-07
5744,Ginnie,Catie,United States Minor Outlying Islands,1950-04-22
5745,Nicoli,Annice,Israel,1996-04-22
5746,Nollie,Dichy,Germany,1972-03-30
5747,Tilly,Adalbert,Tuvalu,1971-05-16
5748,Paola,Emanuel,French Polynesia,1981-01-26
5749,Ursulina,Sancho,Russian Federation,1961-07-03
5750,Kristan,Terencio,Benin,1980-03-26
5751,Doro,Bury,"Moldova, Republic of",1997-02-06
5752,Chickie,Kirbee,Guyana,1958-12-17
5753,Clarice,Paine,British Indian Ocean Territory,1995-02-15
5754,Hollie,Creamer,Timor-Leste,1990-11-23
5755,Natka,Vary,Algeria,1955-04-06
5756,Sam,Artie,Finland,1994-02-08
5757,Cecile,Shelba,El Salvador,1993-06-27
5758,Wendi,Lalitta,Tuvalu,1987-04-30
5759,Goldie,Gunn,Bermuda,2003-01-08
5760,Daphne,Pip,Philippines,1999-07-29
5761,Mureil,Sothena,Burkina Faso,1964-11-16
5762,Priscilla,Lory,Pakistan,1987-08-23
5763,Corina,Destinee,Cocos (Keeling) Islands,1962-05-29
5764,Dagmar,Gilmour,Algeria,2009-08-27
5765,Imojean,Raama,Norfolk Island,1981-10-19
5766,Kenna,Adore,Barbados,1957-04-17
5767,Paule,Fleeta,Svalbard and Jan Mayen,1983-01-12
5768,Raf,Garek,Egypt,2007-05-01
5769,Shirlee,Egbert,"Korea, Republic of",1976-11-01
5770,Joane,Ezar,"Macedonia, The Former Yugoslav Republic of",1980-10-02
5771,Susan,Mike,Falkland Islands (Malvinas),1988-04-19
5772,Britte,Solitta,Mali,1969-05-24
5773,Heida,Elo,Cook Islands,1970-03-09
5774,Joelly,Montgomery,New Caledonia,1966-09-17
5775,Sheree,Denis,Iceland,1966-05-28
5776,Diena,Lissi,"Korea, Republic of",1975-05-23
5777,Etta,Laverne,Guadeloupe,1982-07-06
5778,Mellicent,Chobot,Angola,1999-06-19
5779,Elbertina,Ashely,Bosnia and Herzegovina,1971-07-18
5780,Candi,Sprage,Haiti,1953-01-17
5781,Quintina,Nunci,Uruguay,1972-03-30
5782,Emmey,Dielu,Slovakia,1988-11-30
5783,Aurore,Iaverne,Bermuda,1971-03-15
5784,Merci,Hull,"Tanzania, United Republic of",1975-11-27
5785,Catharine,Lytton,Svalbard and Jan Mayen,1953-04-15
5786,Nadine,Quent,Heard Island and Mcdonald Islands,1958-02-05
5787,Alleen,Magnolia,Somalia,1973-06-17
5788,Daphne,Tiffa,French Southern Territories,1969-04-04
5789,Ofilia,Salchunas,American Samoa,1995-11-27
5790,Dede,Fredi,"Korea, Republic of",1955-01-21
5791,Talya,Evvie,RWANDA,1967-08-22
5792,Mignon,Demitria,Denmark,1957-08-19
5793,Lynnea,Kiyoshi,Cayman Islands,1966-05-11
5794,Ann-Marie,Helve,Falkland Islands (Malvinas),1979-02-24
5795,Jacquetta,Nisbet,Nepal,1999-07-05
5796,Kaja,Clywd,El Salvador,1978-08-10
5797,Margalo,Karylin,El Salvador,1968-03-20
5798,Halette,Anton,"Taiwan, Province of China",1975-12-07
5799,Eugine,Mintz,Morocco,1969-03-19
5800,Annora,Delacourt,Cape Verde,1950-07-22
5801,Kristan,Jorgan,Pakistan,2005-10-23
5802,Eugine,Catie,Barbados,1992-01-03
5803,Gale,Gilbertson,Faroe Islands,1951-04-09
5804,Cam,Amadas,"Korea, Republic of",1976-12-02
5805,Marylou,Eben,Spain,1985-04-07
5806,Farrah,Gunn,Antarctica,1968-10-26
5807,Cristabel,Loleta,AndorrA,1973-01-10
5808,Adriana,Ietta,"Macedonia, The Former Yugoslav Republic of",1996-04-03
5809,Loree,Darbie,Tuvalu,1987-10-08
5810,Sophia,Bendick,Ireland,1956-06-04
5811,Ashlee,Wildermuth,"Palestinian Territory, Occupied",1968-09-26
5812,Raquela,Judye,Belgium,1980-06-03
5813,Tami,Ioab,Ethiopia,1975-07-11
5814,Gavrielle,Han,Greenland,2003-08-16
5815,Dawn,Cosenza,"Tanzania, United Republic of",1953-05-10
5816,Dolli,Vary,Guatemala,1963-11-21
5817,Jerry,Fry,Paraguay,1998-06-06
5818,Edyth,Publia,Guam,1998-02-19
5819,Sheelagh,Yuille,"Moldova, Republic of",2004-12-25
5820,Pierette,Mayeda,Angola,2000-03-20
5821,Beatriz,Naor,RWANDA,1968-06-02
5822,Catrina,Lalitta,Mozambique,1979-12-13
5823,Hayley,Garek,Uruguay,1961-09-17
5824,Peri,Roche,Gibraltar,1957-12-09
5825,Meriel,Dosia,United Kingdom,1987-01-12
5826,Ericka,Bashemeth,Liechtenstein,1956-07-22
5827,Alleen,Brian,Mauritania,1955-08-12
5828,Roberta,Merell,Sri Lanka,1953-12-22
5829,Marsiella,Gibbeon,Anguilla,1952-06-17
5830,Roseline,Jefferey,Tunisia,2008-01-20
5831,Codie,Millda,Malta,1954-08-21
5832,Emylee,Abbot,Israel,1960-09-23
5833,Winny,Audly,Nepal,2000-07-15
5834,Aeriela,Magdalen,Kiribati,2007-12-29
5835,Katuscha,Stuart,Armenia,1957-09-11
5836,Dagmar,Read,Japan,1969-03-22
5837,Florencia,Hoenack,Saint Vincent and the Grenadines,2002-02-17
5838,Linet,Papageno,United Kingdom,2001-10-26
5839,Almeta,Lissi,Morocco,1960-02-24
5840,Brooks,Judye,Finland,1990-01-03
5841,Petronia,Shanley,Burundi,2008-05-09
5842,Karena,Thar,Japan,1978-01-29
5843,Sharai,Garek,Haiti,1998-11-03
5844,Merci,Konyn,Jersey,1992-12-25
5845,Tani,Daveta,Russian Federation,1984-06-19
5846,Atlanta,Erskine,"Virgin Islands, British",1982-04-07
5847,Tori,Ortrude,United Arab Emirates,1999-01-30
5848,Lyssa,Bertold,Netherlands Antilles,1974-01-23
5849,Kamilah,Alrich,Cook Islands,1988-05-07
5850,Sharlene,Tyson,Ethiopia,1961-12-05
5851,Gilda,Haldas,Turkey,1976-12-21
5852,Ardenia,Fiann,Saint Vincent and the Grenadines,1965-08-20
5853,Mallory,Katrine,Tokelau,1953-10-20
5854,Claudina,Hull,Bahrain,1988-03-05
5855,Fawne,Maribeth,Greenland,2005-12-08
5856,Johna,Bettine,Falkland Islands (Malvinas),1964-10-25
5857,Rosanne,Delp,Uganda,1999-08-07
5858,Lenna,Hollingsworth,Russian Federation,1970-11-05
5859,Katuscha,Federica,Togo,1973-12-25
5860,Tina,Jammal,Norway,1994-05-20
5861,Elmira,Lalitta,Wallis and Futuna,1995-05-26
5862,Hettie,Masao,Djibouti,1950-08-17
5863,Camile,Sperling,Switzerland,1976-09-30
5864,Alexine,Beniamino,Italy,2006-05-18
5865,Dotty,Eckblad,Cuba,1976-01-22
5866,Aaren,Leopold,Spain,1959-07-10
5867,Dode,Keelia,Latvia,1971-03-10
5868,Nessie,Iiette,Dominican Republic,1986-01-06
5869,Elora,Lipson,Ethiopia,1993-11-16
5870,Heida,Niles,"Tanzania, United Republic of",1982-05-28
5871,Beatriz,Roche,French Guiana,1990-09-28
5872,Meg,Engdahl,Lebanon,1951-12-25
5873,Britte,Serilda,French Southern Territories,1963-09-02
5874,Aurore,Milson,Sao Tome and Principe,1978-01-10
5875,Allyce,Alrich,Falkland Islands (Malvinas),1973-06-01
5876,Bee,Duwalt,"Virgin Islands, British",1977-04-01
5877,Helena,Nea,Aruba,1962-07-23
5878,Thalia,Evvie,Spain,1950-05-14
5879,Jaclyn,Vins,Åland Islands,1951-06-03
5880,Eugine,Pascia,Nauru,2007-10-30
5881,Merci,Anselmi,New Zealand,1975-09-26
5882,Xylina,Barrus,Liechtenstein,1964-01-06
5883,Elsie,Damarra,Tonga,2003-08-04
5884,Leona,Dimitris,Burkina Faso,1980-12-10
5885,Molli,Cadmar,Puerto Rico,1982-08-20
5886,Cherilyn,Payson,Senegal,1994-12-30
5887,Ariela,Shanley,Congo,1983-10-20
5888,Jobi,Zaslow,Dominican Republic,1969-06-25
5889,Kayla,Jobi,Qatar,1965-03-11
5890,Margette,Andrel,Zambia,1954-11-13
5891,Deedee,Kimmie,Jordan,1997-08-24
5892,Emelina,Gale,Palau,1967-11-30
5893,Starla,Marden,"Taiwan, Province of China",1959-09-22
5894,Flo,Naashom,Heard Island and Mcdonald Islands,1984-09-26
5895,Frances,Cherianne,Denmark,1968-11-18
5896,Hermione,Glenden,Israel,1975-04-06
5897,Carly,Lattie,British Indian Ocean Territory,2007-10-01
5898,Kial,Lail,Somalia,2003-05-13
5899,Gloria,Baptlsta,Mexico,2007-09-15
5900,Frieda,Roche,Argentina,1998-11-06
5901,Leia,Rillings,Antarctica,1995-08-20
5902,Nerta,Lauraine,Israel,1997-02-07
5903,Vanessa,Cleavland,AndorrA,1959-11-18
5904,Leanna,Teryn,Guam,1965-10-14
5905,Maye,Imelida,"Lao People""S Democratic Republic",2009-11-12
5906,Maridel,Ammann,Bahamas,1997-07-16
5907,Celene,Zitvaa,French Guiana,1989-01-08
5908,Robinia,Mott,Bangladesh,1988-08-05
5909,Melanie,Neva,"Cote D""Ivoire",1959-08-30
5910,Shell,Zola,Tonga,2007-11-22
5911,Damaris,Gualtiero,Portugal,1990-09-02
5912,Edith,Sammons,Norway,2004-06-18
5913,Bobinette,Laurianne,Cameroon,1967-07-06
5914,Ilse,Liebermann,Lithuania,1961-01-05
5915,Nanete,Podvin,Namibia,1961-05-08
5916,Kimberley,Phi,"Korea, Republic of",1961-10-24
5917,Delilah,Schlosser,Myanmar,1960-05-29
5918,Edyth,Radu,Guinea-Bissau,2009-01-19
5919,Gusella,Anderea,Cuba,1980-08-09
5920,Ada,Gabrielli,"Lao People""S Democratic Republic",1975-10-04
5921,Josephine,Jary,San Marino,1970-06-13
5922,Viviene,Tyson,Guernsey,1955-09-04
5923,Cherilyn,Orelee,Hong Kong,1959-11-11
5924,Fayre,Loleta,Mauritius,1958-09-25
5925,Kittie,Erlandson,Bahamas,1951-01-05
5926,Mamie,Grosz,Armenia,1983-01-04
5927,Blake,Calhoun,Morocco,2002-08-22
5928,Elvira,Emerson,Niue,1952-04-30
5929,Wanda,Cristi,Kuwait,1980-07-07
5930,Shannah,Sadowski,Ireland,2007-08-08
5931,Dawn,Jethro,Azerbaijan,2005-01-14
5932,Maridel,Zaslow,New Caledonia,1984-01-27
5933,Nadine,Lubin,Afghanistan,2001-02-08
5934,Lorne,Podvin,Guyana,1982-02-22
5935,Dennie,Kare,Georgia,1991-05-15
5936,Nita,Garbe,Vanuatu,1988-07-10
5937,Nickie,Ludewig,Zambia,1955-03-16
5938,Charlena,Uird,"Cote D""Ivoire",1969-11-09
5939,Roberta,Crudden,Belarus,2002-05-04
5940,Flo,Monk,Equatorial Guinea,1999-02-03
5941,Zaria,Baudin,France,1973-06-22
5942,Charlena,Craggie,Honduras,1969-06-12
5943,Stevana,Zitvaa,Liberia,2008-01-01
5944,Jeanna,Hoenack,"Cote D""Ivoire",1952-04-28
5945,Adele,Gwenore,Angola,1993-03-28
5946,Pearline,Georas,Tunisia,2001-10-20
5947,Emelina,Arley,Russian Federation,2007-04-13
5948,Kimmy,Eachern,Guam,1979-12-07
5949,Alyda,Hedve,South Africa,1965-07-27
5950,Genovera,Odell,"Taiwan, Province of China",1959-06-30
5951,Alex,Francene,Honduras,1985-06-16
5952,Deane,McClimans,Viet Nam,1993-05-03
5953,Tracey,Sasnett,Wallis and Futuna,1981-08-30
5954,Verla,Leifeste,Panama,1999-11-07
5955,Annecorinne,Mich,Canada,2005-09-10
5956,Jinny,Weaks,Spain,1962-04-16
5957,Merry,Brady,French Guiana,2007-11-09
5958,Aurore,Bonilla,Luxembourg,2000-06-21
5959,Genevra,Colbert,United States Minor Outlying Islands,1954-04-02
5960,Helena,Dom,Namibia,2007-11-09
5961,Demetris,Adamsen,Myanmar,1976-11-01
5962,Belva,Ellord,Senegal,1999-06-26
5963,Tersina,Drus,Monaco,1975-05-10
5964,Marjie,Granoff,Jersey,1974-04-17
5965,Olivette,Rogerio,Portugal,1978-02-19
5966,Peri,Mathilde,Hong Kong,1973-05-14
5967,Carolina,Saunderson,Belize,1969-12-15
5968,Aeriela,Colp,Ecuador,1954-09-06
5969,Anallese,Lindemann,India,1994-03-01
5970,Camile,Afton,Yemen,1950-11-27
5971,Goldie,Decato,Saint Helena,2003-05-24
5972,Max,Hoenack,Benin,1993-09-04
5973,Brana,Silvan,Tunisia,1976-10-14
5974,Ginnie,Kaja,Sweden,1988-05-01
5975,Theodora,Krystle,Canada,1972-02-02
5976,Alie,Buffum,Afghanistan,2003-04-05
5977,Cacilie,Chapland,Honduras,1969-10-15
5978,Dianemarie,Edee,Guernsey,1971-02-15
5979,Carol-Jean,Dom,Malaysia,2006-05-24
5980,Kamilah,Hubert,Iraq,2001-03-22
5981,Bernardine,Daveta,Falkland Islands (Malvinas),1965-06-10
5982,Kayla,Junie,Argentina,1976-09-26
5983,Charmaine,Elisha,Falkland Islands (Malvinas),2001-12-08
5984,Starla,Terencio,Oman,1995-08-01
5985,Elise,Simmonds,Finland,1966-10-11
5986,Hallie,Byrne,Cameroon,1972-04-09
5987,Trixi,Amand,Ukraine,2009-11-02
5988,Shell,Wattenberg,"Taiwan, Province of China",1975-08-14
5989,Ruthe,Primalia,Greenland,1953-11-05
5990,Althea,Mallon,El Salvador,1996-10-21
5991,Leeanne,Etom,Western Sahara,1960-05-11
5992,Mady,Chandler,Fiji,1987-04-16
5993,Bibby,Hewitt,"Iran, Islamic Republic Of",1992-05-09
5994,Trudie,Brian,Egypt,1987-08-13
5995,Daune,Tjon,Togo,1974-10-10
5996,Raquela,Gerge,Uganda,1959-11-22
5997,Mathilda,Wilona,Pitcairn,1987-08-05
5998,Amalie,Dannye,New Zealand,1983-10-08
5999,Maridel,Fontana,Nepal,1978-09-14
6000,Marline,Mauer,Sierra Leone,1993-05-14
6001,Jackie,Chauncey,Somalia,1954-10-07
6002,Jolyn,Guildroy,Bermuda,1981-07-22
6003,Oralee,Morrill,Algeria,1951-10-25
6004,Miquela,Mott,Mauritius,1957-01-12
6005,Lauryn,Ajay,"Tanzania, United Republic of",1984-03-04
6006,Heddie,Thomasina,Costa Rica,1959-08-12
6007,Marleah,Anastatius,Ireland,1963-10-21
6008,June,Wenoa,Bolivia,1986-02-21
6009,Sheelagh,My,Papua New Guinea,1953-03-07
6010,Sadie,Grobe,Kiribati,1976-03-16
6011,Ardys,Vittoria,Maldives,1978-12-25
6012,Leeanne,Munn,Kyrgyzstan,1959-04-08
6013,Rivalee,Michella,Brazil,1972-01-25
6014,Aurore,Dituri,Haiti,2006-09-16
6015,Aili,O'Neill,Uruguay,1955-11-20
6016,Ann-Marie,Kirbee,Martinique,1978-08-15
6017,Consuela,Montgomery,Turkmenistan,1999-08-22
6018,Kirbee,Pearse,Tuvalu,1996-01-15
6019,Charissa,Delacourt,Seychelles,1994-09-03
6020,Darlleen,Linehan,Colombia,2007-01-14
6021,Inga,Eachern,Djibouti,1954-10-10
6022,Cyndie,Delila,Macao,1988-01-29
6023,Antonietta,Marlie,French Guiana,1979-05-27
6024,Deane,Douglass,United Kingdom,1972-10-28
6025,Averyl,Cyrie,Mozambique,1997-04-03
6026,Zsa Zsa,Cecile,"Micronesia, Federated States of",2000-07-30
6027,Tersina,Teryn,Slovenia,2005-12-03
6028,Nataline,Jobi,Luxembourg,1968-09-30
6029,Elie,Martsen,"Congo, The Democratic Republic of the",1991-05-08
6030,Beverley,Whiffen,Nigeria,1968-08-25
6031,Nanete,Posner,Suriname,1989-01-31
6032,Celestyna,Ioab,Norfolk Island,1954-08-18
6033,Jordan,Modie,"Macedonia, The Former Yugoslav Republic of",1968-07-17
6034,Lory,Bonilla,Malaysia,1983-10-31
6035,Keelia,Bergman,Afghanistan,1957-05-02
6036,Joceline,Shields,Solomon Islands,1969-04-16
6037,Kaia,Germann,Algeria,1974-01-04
6038,Clementine,Konyn,Russian Federation,2001-11-26
6039,Raf,Stefa,Australia,1953-07-20
6040,Yvonne,Uird,"Congo, The Democratic Republic of the",2002-10-24
6041,Merry,Jobi,Hungary,2003-12-13
6042,Nonnah,Pond,Greenland,1973-04-11
6043,Helsa,McCutcheon,Eritrea,1957-09-21
6044,Wileen,Hilbert,Burkina Faso,2000-04-05
6045,Kial,Ellord,Belize,2001-05-15
6046,Miquela,Adore,Trinidad and Tobago,2002-10-07
6047,Stacey,Marijo,Fiji,2007-12-01
6048,Leeanne,Wiener,Angola,1970-06-26
6049,Deloria,Florina,Hungary,1956-03-13
6050,Elena,Deny,Poland,1983-08-31
6051,Rani,Gerge,Aruba,2006-12-22
6052,Emylee,Lutero,"Korea, Republic of",1955-03-18
6053,Georgetta,Lacombe,Guadeloupe,1995-06-10
6054,Esmeralda,Loleta,China,1993-04-19
6055,Neila,Georas,Kyrgyzstan,1972-12-21
6056,Joane,Meli,New Caledonia,1999-10-14
6057,Mady,Lane,Russian Federation,1956-08-29
6058,Kary,Dermott,Bosnia and Herzegovina,2002-09-16
6059,Michaelina,Letsou,American Samoa,1959-05-17
6060,Gianina,Arvo,Chile,1952-04-29
6061,Jaime,Monaco,Haiti,1954-09-11
6062,Lynde,Cressida,"Iran, Islamic Republic Of",1960-12-26
6063,Averyl,Saree,Eritrea,1974-03-03
6064,Di,Woodberry,Viet Nam,1955-02-09
6065,Mara,Norrie,Algeria,1997-02-06
6066,Tina,Ortrude,Wallis and Futuna,1972-02-29
6067,Morganica,Iaverne,Slovakia,2001-09-25
6068,Edee,Hertzfeld,Mongolia,1989-08-31
